priority,score,company_name,phone,phone_normalized,website,facebook,source,signals
B,4,ჯსპ,+995599176831,+995599176831,http://www.gspltd.ge/,,bia.ge,website_live; has_mobile
B,4,ალფა საბურთალო,+995514107070,+995514107070,https://alphahome.ge/,,bia.ge,website_live; has_mobile
B,4,ბოტანიკალ გარდენს რეზიდენს,+995577564040,+995577564040,https://www.ruebushgroup.com/,,bia.ge,website_live; has_mobile
B,4,გმ–გრუპი GM–group,+995599220004,+995599220004,http://www.gm-group.ge/,,bia.ge,website_live; has_mobile
B,4,თალასა ჯგუფი,+995558944700,+995558944700,https://thalassagroup.ge/,,bia.ge,website_live; has_mobile
B,4,ლიდერ გრუპი,+995579994444,+995579994444,http://www.leadergroup.ge/,,bia.ge,website_live; has_mobile
B,4,მწვანე ფერი,+995597615858,+995597615858,https://www.greencolor.ge/,,bia.ge,website_live; has_mobile
B,4,საბა კონსტრაქშენ,+995322103010,+995322103010,https://scn.ge/,,bia.ge,website_live; has_landline
B,4,ალიანსი ქობულეთი,+995322500000,+995322500000,https://alliance.ge/,,bia.ge,website_live; has_landline
B,4,ერთობლივი საწარმოს ტოდინი–ტაკენაკას ფილიალი საქართველოში,+995591115001,+995591115001,http://www.todini.it/,,bia.ge,website_live; has_mobile
B,4,სამშენებლო კომპანია ალფა დეველოპმენტი,+995558543543,+995558543543,https://alfad.ge/,,bia.ge,website_live; has_mobile
B,4,ტერასა ბათუმი,+995595268688,+995595268688,https://terrassagroup.ge/ka/catalogue/project/terrassa-batumi/,,bia.ge,website_live; has_mobile
B,4,ტერასა წერეთელზე,+995574251251,+995574251251,http://www.terasa.ge/,,bia.ge,website_live; has_mobile
B,4,ADOG-GEORGIA,+995599096181,+995599096181,http://www.ado-g.com/,,bia.ge,website_live; has_mobile
B,4,გრავიტა,+995322357272,+995322357272,https://www.gravita.ge/,,bia.ge,website_live; has_landline
B,4,ეიკონ დეველოპმენტი,+995596618080,+995596618080,https://www.eikon.ge/,,bia.ge,website_live; has_mobile
B,4,ენაიდი,+995322022080,+995322022080,http://www.greenbuild.ge/,,bia.ge,website_live; has_landline
B,4,იმპელ დეველოპმენტ,+995322111103,+995322111103,https://impel.ge/,,bia.ge,website_live; has_landline
B,4,ლისი თაუერსი,+995522222020,+995522222020,https://triogroup.ge/,,bia.ge,website_live; has_mobile
B,4,ოქროყანა რეზიდენს,+995595599922,+995595599922,https://ok-residence.ge/,,bia.ge,website_live; has_mobile
B,4,ელთ ბილდინგი,+995577242516,+995577242516,http://www.eltbuilding.ge/,,bia.ge,website_live; has_mobile
B,4,მერქანი,+995555094490,+995555094490,http://www.merqani.ge/,,bia.ge,website_live; has_mobile
B,4,მეტრო ქონსტრაქშენ,+995577150403,+995577150403,http://www.metroavrasya.ge/,,bia.ge,website_live; has_mobile
B,4,არტტექსი,+995322060911,+995322060911,http://www.arttex.ge/,,bia.ge,website_live; has_landline
B,4,კოლოსი დიღომი,+995595777111,+995595777111,https://coloss.ge/,,bia.ge,website_live; has_mobile
B,4,რეალთი ავლაბარი,+995322912783,+995322912783,http://www.realtyavlabari.ge/,,bia.ge,website_live; has_landline
B,4,ჯი–ბი–ჯი,+995599525000,+995599525000,http://www.mygbg.ge/,,bia.ge,website_live; has_mobile
B,4,მეტრო ატლას ჯორჯია,+995577141714,+995577141714,http://www.metrocity.ge/,,bia.ge,website_live; has_mobile
B,4,ოქტა ქონსთრაქშენ,+995322132288,+995322132288,https://octa.ge/,,bia.ge,website_live; has_landline
B,4,ქეფითალ სისტემს,+995591912912,+995591912912,http://www.capitalsystems.ge/,,bia.ge,website_live; has_mobile
B,4,ალფა რეზიდენსი,+995322451717,+995322451717,https://www.alphahome.ge/,,bia.ge,website_live; has_landline
B,4,ბემონი ინჟინერია და მშენებლობა,+995322193070,+995322193070,https://www.bemoni.com/,,bia.ge,website_live; has_landline
B,4,იორკ ჰოლდინგ გრუპი,+995555051111,+995555051111,https://yorktowers.com/,,bia.ge,website_live; has_mobile
B,4,მს ბილდერი,+995322022299,+995322022299,http://www.ms.ge/,,bia.ge,website_live; has_landline
B,4,დევკო,+995322197797,+995322197797,http://www.devco.ge/,,bia.ge,website_live; has_landline
B,4,ვიზ,+995322110908,+995322110908,http://www.didubegarden.ge/,,bia.ge,website_live; has_landline
B,4,ინნ დეველოპმენტი გლდანი,+995598440099,+995598440099,https://www.inndevelopment.ge/,,bia.ge,website_live; has_mobile
B,4,ემკვადრატის პარკი 3,+995322444111,+995322444111,http://m2.ge/,,bia.ge,website_live; has_landline
B,4,იდეალთი,+995597959595,+995597959595,https://www.idealti.ge/?fbclid=IwY2xjawKIDhVleHRuA2FlbQIxMABicmlkETFVMjYwaHJSRDV4eHprbHh1AR5-sv-QMUH04gFZL6_ej-gqoc8VIp5NCuES6R1xG99_2ZJQci5hj4WqZ6oMCg_aem_2lyGk12e5hjGDhDsyEcpvA,,bia.ge,website_live; has_mobile
B,4,ფორის დეველოპმენტი,+995577009800,+995577009800,https://foris.ge/,,bia.ge,website_live; has_mobile
B,4,მატიანი ბიოგრაფისგან,+995322500505,+995322500505,https://biograpi.ge/,,bia.ge,website_live; has_landline
B,4,ჰაუსარტ ნუცუბიძე,+995597343480,+995597343480,http://www.hausart.ge/,,bia.ge,website_live; has_mobile
B,4,ჰაუს დიღომი,+995322450000,+995322450000,https://www.tbilisihouse.ge/,,bia.ge,website_live; has_landline
B,4,ანაგი თბილისი,+995322376200,+995322376200,http://www.anagi.ge/,,bia.ge,website_live; has_landline
B,4,ელკონს,+995322954174,+995322954174,http://www.lcons.com.ge/,,bia.ge,website_live; has_landline
B,4,ჯორჯიან ჰაუზი,+995595004221,+995595004221,http://www.ghouse.ge/,,bia.ge,website_live; has_mobile
B,4,დეკოლაინი,204 20 20,+995322042020,,https://www.facebook.com/decoline.ge,yell.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,დეკოლაინი,(514) 20 20 20,+995514202020,,https://www.facebook.com/decoline.ge,yell.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,ოსტატი,(571) 80 80 80,+995571808080,,https://www.facebook.com/ostatiashenebs,yell.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,ოსტატი,206 00 60,+995322060060,,https://www.facebook.com/ostatiashenebs,yell.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,ბი. აი. ჯი.,+995558522255,+995558522255,,https://www.facebook.com/big.buildings,bia.ge,has_facebook; fb_posted_2yrs; fb_2930_likes; has_mobile
B,4,ენ სი დი ვაშლიჯვარი,+995322052405,+995322052405,,https://www.facebook.com/ncd.newcitydevelopment,bia.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,ენ სი დი ვაშლიჯვარი,+995544440303,+995544440303,,https://www.facebook.com/ncd.newcitydevelopment,bia.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,პრაიმ ინვესტ ჯგუფი,+995555202060,+995555202060,,https://www.facebook.com/Prime-Invest-Group-106385874231181/,bia.ge,has_facebook; fb_posted_2yrs; fb_1673_likes; has_mobile
B,4,ბოსტონ დეველოპმენტ,+995322054555,+995322054555,,https://www.facebook.com/HotelTbilisiWaterfall/,bia.ge,has_facebook; fb_posted_2yrs; fb_6321_likes; has_landline
B,4,გეო ბილდერსი,+995577020099,+995577020099,,https://www.facebook.com/Geobuilders,bia.ge,has_facebook; fb_posted_2yrs; fb_6430_likes; has_mobile
B,4,ტეტრისი,+995596502502,+995596502502,,https://www.facebook.com/tetrisgeorgia,bia.ge,has_facebook; fb_posted_2yrs; fb_13619_likes; has_mobile
B,4,მონდე,+995322043304,+995322043304,,https://www.facebook.com/mondedeveloperscompany,bia.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,მონდე,+995599007200,+995599007200,,https://www.facebook.com/mondedeveloperscompany,bia.ge,has_facebook; 2_phones; has_mobile; has_landline
B,4,რემმშენი,(571) 28 05 55,+995571280555,,,yell.ge,multi_source; 2_phones; has_mobile
B,4,რემმშენი,+995593927622,+995593927622,,,bia.ge,multi_source; 2_phones; has_mobile
B,4,მუხერი,(595) 182 182,+995595182182,,,yell.ge,multi_source; 2_phones; has_mobile
B,4,მუხერი,+995571002211,+995571002211,,,bia.ge,multi_source; 2_phones; has_mobile
B,4,არტმშენი,(599) 25 35 99,+995599253599,,,yell.ge,multi_source; 2_phones; has_mobile
B,4,არტმშენი,+995551553233,+995551553233,,,bia.ge,multi_source; 2_phones; has_mobile
B,4,მეგალითი,(599) 20 30 60,+995599203060,,,yell.ge,multi_source; 2_phones; has_mobile
B,4,მეგალითი,+995577299197,+995577299197,,,bia.ge,multi_source; 2_phones; has_mobile
B,4,ნიკა,(595) 28 80 80,+995595288080,,,yell.ge,multi_source; 2_phones; has_mobile
B,4,ნიკა,+995591717832,+995591717832,,,bia.ge,multi_source; 2_phones; has_mobile
B,3,გლობალ სტანდარტმშენი,290 34 56,+995322903456,http://www.grass.com.ge,,yell.ge,website_dead; multi_source; 3_phones; has_mobile; has_landline
B,3,გლობალ სტანდარტმშენი,(599) 41 44 40,+995599414440,http://www.grass.com.ge,,yell.ge,website_dead; multi_source; 3_phones; has_mobile; has_landline
B,3,გლობალ სტანდარტმშენი,+995597414440,+995597414440,http://www.grass.com.ge,,bia.ge,website_dead; multi_source; 3_phones; has_mobile; has_landline
B,3,გალე კაპიტალი,(597) 50 34 34,+995597503434,,https://www.facebook.com/galecomge,yell.ge,has_facebook; fb_dormant; multi_source; 2_phones; has_mobile
B,3,გალე კაპიტალი,+995579501122,+995579501122,,https://www.facebook.com/galecomge,bia.ge,has_facebook; fb_dormant; multi_source; 2_phones; has_mobile
B,3,ფონ ჯორჯია,(577) 68 78 57,+995577687857,,https://www.facebook.com/profile.php?id=100014014920070,yell.ge,has_facebook; 2_phones; has_mobile
B,3,ფონ ჯორჯია,(577) 68 78 51,+995577687851,,https://www.facebook.com/profile.php?id=100014014920070,yell.ge,has_facebook; 2_phones; has_mobile
B,3,სახლი დიღომში,(574) 13 46 61,+995574134661,,https://www.facebook.com/akhalidigomi,yell.ge,has_facebook; 2_phones; has_mobile
B,3,სახლი დიღომში,(574) 13 46 63,+995574134663,,https://www.facebook.com/akhalidigomi,yell.ge,has_facebook; 2_phones; has_mobile
B,3,გ.მ.ს. ჯგუფი,+995511141495,+995511141495,,https://www.facebook.com/Gmsgroupofficial/,bia.ge,has_facebook; 2_phones; has_mobile
B,3,გ.მ.ს. ჯგუფი,+995551141497,+995551141497,,https://www.facebook.com/Gmsgroupofficial/,bia.ge,has_facebook; 2_phones; has_mobile
B,3,დეველოპმენტ ჯორჯია,+995577161443,+995577161443,,https://www.facebook.com/profile.php?id=100009566044371,bia.ge,has_facebook; 2_phones; has_mobile
B,3,დეველოპმენტ ჯორჯია,+995577161415,+995577161415,,https://www.facebook.com/profile.php?id=100009566044371,bia.ge,has_facebook; 2_phones; has_mobile
B,3,ინვესტ დეველოპმენტი,+995568242607,+995568242607,,https://www.facebook.com/ltdnds,bia.ge,has_facebook; 2_phones; has_mobile
B,3,ინვესტ დეველოპმენტი,+995571000347,+995571000347,,https://www.facebook.com/ltdnds,bia.ge,has_facebook; 2_phones; has_mobile
B,3,რიკონი +,+995511144000,+995511144000,,https://www.facebook.com/reconplus,bia.ge,has_facebook; 2_phones; has_mobile
B,3,რიკონი +,+995599541513,+995599541513,,https://www.facebook.com/reconplus,bia.ge,has_facebook; 2_phones; has_mobile
B,3,ჯეო-ლაინი,+995597600602,+995597600602,,https://www.facebook.com/GeoLineFurniture,bia.ge,has_facebook; 2_phones; has_mobile
B,3,ჯეო-ლაინი,+995555290390,+995555290390,,https://www.facebook.com/GeoLineFurniture,bia.ge,has_facebook; 2_phones; has_mobile
B,3,თბილისი ჰაუსი,+995551141111,+995551141111,,https://www.facebook.com/%E1%83%A1%E1%83%90%E1%83%9B%E1%83%A8%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%9A%E1%83%9D-%E1%83%99%E1%83%9D%E1%83%9B%E1%83%9E%E1%83%90%E1%83%9C%E1%83%98%E1%83%90-%E1%83%97%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A1%E1%83%98-%E1%83%B0%E1%83%90%E1%83%A3%E1%83%A1%E1%83%98-Construction-Company-Tbilisi-House-103110044459847/,bia.ge,has_facebook; 2_phones; has_mobile
B,3,თბილისი ჰაუსი,+995551062222,+995551062222,,https://www.facebook.com/%E1%83%A1%E1%83%90%E1%83%9B%E1%83%A8%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%9A%E1%83%9D-%E1%83%99%E1%83%9D%E1%83%9B%E1%83%9E%E1%83%90%E1%83%9C%E1%83%98%E1%83%90-%E1%83%97%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A1%E1%83%98-%E1%83%B0%E1%83%90%E1%83%A3%E1%83%A1%E1%83%98-Construction-Company-Tbilisi-House-103110044459847/,bia.ge,has_facebook; 2_phones; has_mobile
B,3,ლ.დ. დეველოპმენტი,+995593336439,+995593336439,,https://www.facebook.com/ld.development.96,bia.ge,has_facebook; 2_phones; has_mobile
B,3,ლ.დ. დეველოპმენტი,+995577405203,+995577405203,,https://www.facebook.com/ld.development.96,bia.ge,has_facebook; 2_phones; has_mobile
B,3,Prospero Georgia,+995574424488,+995574424488,,https://www.facebook.com/prospero.geo,bia.ge,has_facebook; 2_phones; has_mobile
B,3,Prospero Georgia,+995596434488,+995596434488,,https://www.facebook.com/prospero.geo,bia.ge,has_facebook; 2_phones; has_mobile
B,3,არგო ჯგუფი XXI,+995593651391,+995593651391,,https://www.facebook.com/Argo-Group-XXI-არგო-ჯგუფი-XXI-398032460781559/,bia.ge,has_facebook; 2_phones; has_mobile
B,3,არგო ჯგუფი XXI,+995557277070,+995557277070,,https://www.facebook.com/Argo-Group-XXI-არგო-ჯგუფი-XXI-398032460781559/,bia.ge,has_facebook; 2_phones; has_mobile
B,3,გრავითი გრუფი,+995595223300,+995595223300,,https://www.facebook.com/Gravity-Group-%E1%83%92%E1%83%A0%E1%83%90%E1%83%95%E1%83%98%E1%83%97%E1%83%98-%E1%83%92%E1%83%A0%E1%83%A3%E1%83%9E%E1%83%98-100513732572653,bia.ge,has_facebook; 2_phones; has_mobile
B,3,გრავითი გრუფი,+995595902244,+995595902244,,https://www.facebook.com/Gravity-Group-%E1%83%92%E1%83%A0%E1%83%90%E1%83%95%E1%83%98%E1%83%97%E1%83%98-%E1%83%92%E1%83%A0%E1%83%A3%E1%83%9E%E1%83%98-100513732572653,bia.ge,has_facebook; 2_phones; has_mobile
B,3,მერიკა,+995571237711,+995571237711,,https://www.facebook.com/merika2020/,bia.ge,has_facebook; fb_posted_2yrs; has_mobile
B,3,დიღომი 2000,275 60 90,+995322756090,,,yell.ge,2_phones; has_mobile; has_landline
B,3,დიღომი 2000,(599) 56 08 41,+995599560841,,,yell.ge,2_phones; has_mobile; has_landline
B,3,სასკო,237 51 90,+995322375190,,,yell.ge,3_phones; has_mobile; has_landline
B,3,სასკო,237 99 99,+995322379999,,,yell.ge,3_phones; has_mobile; has_landline
B,3,სასკო,(599) 65 45 50,+995599654550,,,yell.ge,3_phones; has_mobile; has_landline
B,3,არქი დეეს,236 30 11,+995322363011,,,yell.ge,2_phones; has_mobile; has_landline
B,3,არქი დეეს,(595) 95 55 95,+995595955595,,,yell.ge,2_phones; has_mobile; has_landline
B,3,სატურნი,(574) 98 01 27,+995574980127,,,yell.ge,2_phones; has_mobile; has_landline
B,3,სატურნი,239 57 00,+995322395700,,,yell.ge,2_phones; has_mobile; has_landline
B,3,მარიალი,239 81 10,+995322398110,,,yell.ge,2_phones; has_mobile; has_landline
B,3,მარიალი,(599) 55 45 09,+995599554509,,,yell.ge,2_phones; has_mobile; has_landline
B,3,ვექტორი,+995322247819,+995322247819,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ვექტორი,+995599792799,+995599792799,,,bia.ge,2_phones; has_mobile; has_landline
B,3,იქს ვაი ზეტ.ჯი,+995555245524,+995555245524,,,bia.ge,2_phones; has_mobile; has_landline
B,3,იქს ვაი ზეტ.ჯი,+995322373050,+995322373050,,,bia.ge,2_phones; has_mobile; has_landline
B,3,გრანიტი,+995322352173,+995322352173,,,bia.ge,2_phones; has_mobile; has_landline
B,3,გრანიტი,+995577403041,+995577403041,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ლისი პანორამა,+995555444547,+995555444547,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ლისი პანორამა,+995322129999,+995322129999,,,bia.ge,2_phones; has_mobile; has_landline
B,3,სამეცნიერო–საწარმოო კომპანია სოვბი,+995322999614,+995322999614,,,bia.ge,2_phones; has_mobile; has_landline
B,3,სამეცნიერო–საწარმოო კომპანია სოვბი,+995551717404,+995551717404,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ქლოქს,+995544448855,+995544448855,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ქლოქს,+995322558800,+995322558800,,,bia.ge,2_phones; has_mobile; has_landline
B,3,"შეზღუდული პასუხისმგებლობის საზოგადოება ქარადენიზ პრეფაბრიქ მაქინე, ელექთრიკ, ინშაათ ვე თურიზმ სანაი ვე თიჯარეთის წარმომადგენლობა საქართველოში",+995593516161,+995593516161,,,bia.ge,2_phones; has_mobile; has_landline
B,3,"შეზღუდული პასუხისმგებლობის საზოგადოება ქარადენიზ პრეფაბრიქ მაქინე, ელექთრიკ, ინშაათ ვე თურიზმ სანაი ვე თიჯარეთის წარმომადგენლობა საქართველოში",+995322915182,+995322915182,,,bia.ge,2_phones; has_mobile; has_landline
B,3,გივი გაგნიძე,+995322515313,+995322515313,,,bia.ge,2_phones; has_mobile; has_landline
B,3,გივი გაგნიძე,+995579219080,+995579219080,,,bia.ge,2_phones; has_mobile; has_landline
B,3,GIMG,+995422226070,+995422226070,,,bia.ge,2_phones; has_mobile; has_landline
B,3,GIMG,+995577525520,+995577525520,,,bia.ge,2_phones; has_mobile; has_landline
B,3,აგორა,+995577925599,+995577925599,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აგორა,+995322259091,+995322259091,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აგორა,+995595036565,+995595036565,,,bia.ge,3_phones; has_mobile; has_landline
B,3,ბილდინგ გრუპი,+995592000788,+995592000788,,,bia.ge,3_phones; has_mobile; has_landline
B,3,ბილდინგ გრუპი,+995322347957,+995322347957,,,bia.ge,3_phones; has_mobile; has_landline
B,3,ბილდინგ გრუპი,+995551934250,+995551934250,,,bia.ge,3_phones; has_mobile; has_landline
B,3,ბადენი,+995322708264,+995322708264,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ბადენი,+995595331717,+995595331717,,,bia.ge,2_phones; has_mobile; has_landline
B,3,თექა,+995557564999,+995557564999,,,bia.ge,2_phones; has_mobile; has_landline
B,3,თექა,+995322780009,+995322780009,,,bia.ge,2_phones; has_mobile; has_landline
B,3,კრისტალი,+995322651964,+995322651964,,,bia.ge,2_phones; has_mobile; has_landline
B,3,კრისტალი,+995593612669,+995593612669,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ნოვა,+995577710888,+995577710888,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ნოვა,+995322181213,+995322181213,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ალ ჰამრა ქონსთრაქშენ კო–ს წარმომადგენლობა (ფილიალი) საქართველოში,+995322295449,+995322295449,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ალ ჰამრა ქონსთრაქშენ კო–ს წარმომადგენლობა (ფილიალი) საქართველოში,+995599209999,+995599209999,,,bia.ge,2_phones; has_mobile; has_landline
B,3,მონტაჟმშენი,+995322958815,+995322958815,,,bia.ge,3_phones; has_mobile; has_landline
B,3,მონტაჟმშენი,+995595508484,+995595508484,,,bia.ge,3_phones; has_mobile; has_landline
B,3,მონტაჟმშენი,+995591192242,+995591192242,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აღმაშენებელი 96,+995322716603,+995322716603,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აღმაშენებელი 96,+995599253160,+995599253160,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აღმაშენებელი 96,+995599202875,+995599202875,,,bia.ge,3_phones; has_mobile; has_landline
B,3,ბიზნესცენტრი აგრომონტაჟი,+995322397644,+995322397644,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ბიზნესცენტრი აგრომონტაჟი,+995593620014,+995593620014,,,bia.ge,2_phones; has_mobile; has_landline
B,3,თ.ვ.გ. და კომპანია,+995599229675,+995599229675,,,bia.ge,2_phones; has_mobile; has_landline
B,3,თ.ვ.გ. და კომპანია,+995431213711,+995431213711,,,bia.ge,2_phones; has_mobile; has_landline
B,3,საპროექტო–სამშენებლო კომპანია სფინქსი,+995322964923,+995322964923,,,bia.ge,2_phones; has_mobile; has_landline
B,3,საპროექტო–სამშენებლო კომპანია სფინქსი,+995593345194,+995593345194,,,bia.ge,2_phones; has_mobile; has_landline
B,3,აღმშენებლობა,+995593338892,+995593338892,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აღმშენებლობა,+995322366986,+995322366986,,,bia.ge,3_phones; has_mobile; has_landline
B,3,აღმშენებლობა,+995322366985,+995322366985,,,bia.ge,3_phones; has_mobile; has_landline
B,3,თბილი სახლი–2009,+995322765394,+995322765394,,,bia.ge,2_phones; has_mobile; has_landline
B,3,თბილი სახლი–2009,+995593200533,+995593200533,,,bia.ge,2_phones; has_mobile; has_landline
B,3,სამშენებლო კომპანია თბილისი,+995322382685,+995322382685,,,bia.ge,3_phones; has_mobile; has_landline
B,3,სამშენებლო კომპანია თბილისი,+995322382113,+995322382113,,,bia.ge,3_phones; has_mobile; has_landline
B,3,სამშენებლო კომპანია თბილისი,+995599555245,+995599555245,,,bia.ge,3_phones; has_mobile; has_landline
B,3,სუპერ-V,+995322383348,+995322383348,,,bia.ge,2_phones; has_mobile; has_landline
B,3,სუპერ-V,+995577983311,+995577983311,,,bia.ge,2_phones; has_mobile; has_landline
B,3,გონი,+995322568416,+995322568416,,,bia.ge,3_phones; has_mobile; has_landline
B,3,გონი,+995322753545,+995322753545,,,bia.ge,3_phones; has_mobile; has_landline
B,3,გონი,+995593385083,+995593385083,,,bia.ge,3_phones; has_mobile; has_landline
B,3,ლგ კონსტრაქშენ,+995322384939,+995322384939,,,bia.ge,2_phones; has_mobile; has_landline
B,3,ლგ კონსტრაქშენ,+995599927901,+995599927901,,,bia.ge,2_phones; has_mobile; has_landline
B,2,ექსპრესსერვისი 2008,239 44 09,+995322394409,http://www.es2008.ge,https://www.facebook.com/Express-Service-2008-100549898025587/,yell.ge,website_dead; has_facebook; fb_dormant; multi_source; 3_phones; has_mobile; has_landline
B,2,ექსპრესსერვისი 2008,(595) 45 28 28,+995595452828,http://www.es2008.ge,https://www.facebook.com/Express-Service-2008-100549898025587/,yell.ge,website_dead; has_facebook; fb_dormant; multi_source; 3_phones; has_mobile; has_landline
B,2,ექსპრესსერვისი 2008,+995568989888,+995568989888,http://www.es2008.ge,https://www.facebook.com/Express-Service-2008-100549898025587/,bia.ge,website_dead; has_facebook; fb_dormant; multi_source; 3_phones; has_mobile; has_landline
B,2,ემ ბი ჯი ჯგუფი,(593) 11 13 23,+995593111323,,http://www.facebook.com/spsmbg.mbgltd,yell.ge,has_facebook; has_mobile
B,2,გონიო,(591) 98 10 30,+995591981030,,https://www.facebook.com/LiveinGonio,yell.ge,has_facebook; has_mobile
B,2,სამშენებლო კომპანია სმარტ სოლუშენს,032 230 51 00,+995322305100,,https://www.facebook.com/SmartSolutions2021SS,yell.ge,has_facebook; has_landline
B,2,ალტერო +,(598) 10 15 43,+995598101543,,https://www.facebook.com/alteroplus.alteroplus,yell.ge,has_facebook; has_mobile
B,2,შპს ლნ – არქიტექტურა და მშენებლობის ტექნიკური ზედამხედველობა,(599) 37 54 60,+995599375460,,https://www.facebook.com/mseneblobis.teqzedamxedveloba,yell.ge,has_facebook; has_mobile
B,2,ვინჩი დეველოპმენტი,(551) 66 11 77,+995551661177,,https://www.facebook.com/Vinci,yell.ge,has_facebook; has_mobile
B,2,კახი ჯგუფი,235 74 48,+995322357448,,https://www.facebook.com/Kakhigroup-1484359358482971/,yell.ge,has_facebook; fb_dormant; 2_phones; has_mobile; has_landline
B,2,კახი ჯგუფი,(599) 54 26 62,+995599542662,,https://www.facebook.com/Kakhigroup-1484359358482971/,yell.ge,has_facebook; fb_dormant; 2_phones; has_mobile; has_landline
B,2,გეო თაუერი,(551) 10 33 02,+995551103302,,https://www.facebook.com/infogeotower,yell.ge,has_facebook; has_mobile
B,2,ეკრანი,(555) 52 20 22,+995555522022,,https://www.facebook.com/buildingekrani,yell.ge,has_facebook; has_mobile
B,2,ტექტონი,(599) 57 02 43,+995599570243,,https://www.facebook.com/Tekton-LLC-%E1%83%A2%E1%83%94%E1%83%A5%E1%83%A2%E1%83%9D%E1%83%9C%E1%83%98-107923764321532/,yell.ge,has_facebook; has_mobile
B,2,ჯი თი კომპანი - ველოქს საქართველო,(599) 30 20 12,+995599302012,,https://www.facebook.com/VeloxGeorgia,yell.ge,has_facebook; has_mobile
B,2,საბა+,(551) 29 50 00,+995551295000,,https://ka-ge.facebook.com/SABA-170792502966936/,yell.ge,has_facebook; has_mobile
B,2,ამერი დეველოპმენტი,243 53 53,+995322435353,,http://www.facebook.com/644072032309419,yell.ge,has_facebook; fb_dormant; 2_phones; has_mobile; has_landline
B,2,ამერი დეველოპმენტი,(555) 95 00 00,+995555950000,,http://www.facebook.com/644072032309419,yell.ge,has_facebook; fb_dormant; 2_phones; has_mobile; has_landline
B,2,ფაქტორ გრუპ,(577) 53 52 88,+995577535288,,https://www.facebook.com/eduardi.glonti,yell.ge,has_facebook; has_mobile
B,2,ნიუ ბილდინგ ბიზნესი,(599) 53 87 84,+995599538784,,https://www.facebook.com/newbuildingcompany,yell.ge,has_facebook; has_mobile
B,2,PMG,+995599743860,+995599743860,,https://www.facebook.com/saremonto.samontajo.kompania,bia.ge,has_facebook; has_mobile
B,2,ბაუსტარი მმ,+995568709070,+995568709070,,https://www.facebook.com/baustarBS,bia.ge,has_facebook; has_mobile
B,2,თეიმურაზ ბიბილურიძე,+995599415858,+995599415858,,https://www.facebook.com/groups/550966242420857,bia.ge,has_facebook; has_mobile
B,2,კ სამი,+995596605500,+995596605500,,https://www.facebook.com/K3-%E1%83%A1%E1%83%90%E1%83%9B%E1%83%A8%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%9A%E1%83%9D-%E1%83%99%E1%83%9D%E1%83%9B%E1%83%9E%E1%83%90%E1%83%9C%E1%83%98%E1%83%90-105267417899247/,bia.ge,has_facebook; has_mobile
B,2,კოდი,+995599144030,+995599144030,,https://www.facebook.com/codedevelopment.ge,bia.ge,has_facebook; has_mobile
B,2,სი ემ დი ფორტექსი,+995577412142,+995577412142,,https://www.facebook.com/Cmd.Fortex,bia.ge,has_facebook; has_mobile
B,2,I.M.J. Group,+995593321111,+995593321111,,https://www.facebook.com/imjeurostyle,bia.ge,has_facebook; has_mobile
B,2,ბრაუნი,+995596501000,+995596501000,,https://www.facebook.com/BrownCompanyBuild,bia.ge,has_facebook; has_mobile
B,2,გემა,+995598222222,+995598222222,,https://www.facebook.com/WWW.MEGOBROBA.GE,bia.ge,has_facebook; has_mobile
B,2,ვუდ–გარდენი,+995551554222,+995551554222,,https://www.facebook.com/Wood-Garden-Furniture-%E1%83%94%E1%83%96%E1%83%9D%E1%83%A1-%E1%83%AE%E1%83%98%E1%83%A1-%E1%83%90%E1%83%95%E1%83%94%E1%83%AF%E1%83%98-1506517196243422/?fref=ts,bia.ge,has_facebook; has_mobile
