company_name,phone,phone_normalized,website,source
დიეს ვაით ლაინი,+995596771111,+995596771111,http://www.dsg.ge/,bia.ge
დიეს ვაით ლაინი,+995596881111,+995596881111,http://www.dsg.ge/,bia.ge
ეიკონ დეველოპმენტი,+995596618080,+995596618080,https://www.eikon.ge/,bia.ge
ენაიდი,+995322022080,+995322022080,http://www.greenbuild.ge/,bia.ge
იმპელ დეველოპმენტ,+995322111103,+995322111103,https://impel.ge/,bia.ge
ლისი თაუერსი,+995522222020,+995522222020,https://triogroup.ge/,bia.ge
ლისი ტოპოგრაფ მენეჯმენტი,+995500502202,+995500502202,https://www.lisitopograph.ge/,bia.ge
ლისი ტოპოგრაფ მენეჯმენტი,+995322502202,+995322502202,https://www.lisitopograph.ge/,bia.ge
მაზა,+995579570000,+995579570000,https://www.maza.ge/,bia.ge
მაზა,+995597570000,+995597570000,https://www.maza.ge/,bia.ge
მოედანი,+995596220033,+995596220033,https://www.moedani.ge/,bia.ge
ნგს გრუპ,+995595060608,+995595060608,http://www.ngs.ge/,bia.ge
ოქროყანა რეზიდენს,+995595599922,+995595599922,https://ok-residence.ge/,bia.ge
რუფ დეველოპერი,+995322307007,+995322307007,https://www.roofdevelopment.ge/,bia.ge
რუფ დეველოპერი,+995591544445,+995591544445,https://www.roofdevelopment.ge/,bia.ge
სეუ გრუპ დეველოპმენტ კომპანი,+995596700007,+995596700007,http://www.seudevelopment.ge/,bia.ge
სეუ გრუპ დეველოპმენტ კომპანი,+995596707070,+995596707070,http://www.seudevelopment.ge/,bia.ge
გრადა,+995596406406,+995596406406,https://www.grada.ge/,bia.ge
გრადა,+995322407407,+995322407407,https://www.grada.ge/,bia.ge
დემაქს ონიაშვილი,+995555602602,+995555602602,http://www.demax.ge/,bia.ge
დემაქს ონიაშვილი,+995599155888,+995599155888,http://www.demax.ge/,bia.ge
ელთ ბილდინგი,+995577242516,+995577242516,http://www.eltbuilding.ge/,bia.ge
მერქანი,+995555094490,+995555094490,http://www.merqani.ge/,bia.ge
მეტრო ქონსტრაქშენ,+995577150403,+995577150403,http://www.metroavrasya.ge/,bia.ge
ნოსტრა,+995599501084,+995599501084,https://nostra.ge/,bia.ge
ნოსტრა,+995322159797,+995322159797,https://nostra.ge/,bia.ge
ნოსტრა,+995592107107,+995592107107,https://nostra.ge/,bia.ge
რეკან გრუპ ჯორჯია,+995555098098,+995555098098,http://www.batumiview.com/,bia.ge
რეკან გრუპ ჯორჯია,+995555097097,+995555097097,http://www.batumiview.com/,bia.ge
არტტექსი,+995322060911,+995322060911,http://www.arttex.ge/,bia.ge
ას ჯორჯია,+995598021111,+995598021111,http://www.dirsi.ge/,bia.ge
აღმაშენებელი ქუთაისი,+995431263232,+995431263232,http://www.designcomplex.com.ge/,bia.ge
კოლოსი დიღომი,+995595777111,+995595777111,https://coloss.ge/,bia.ge
რეალთი ავლაბარი,+995322912783,+995322912783,http://www.realtyavlabari.ge/,bia.ge
ჯი–ბი–ჯი,+995599525000,+995599525000,http://www.mygbg.ge/,bia.ge
Technical Solution,+995322314080,+995322314080,http://www.technicalsolution.ge/,bia.ge
Technical Solution,+995577783232,+995577783232,http://www.technicalsolution.ge/,bia.ge
ბკ ქონსთრაქშენი,+995322222111,+995322222111,https://www.bkconstruction.ge/,bia.ge
მეტრო ატლას ჯორჯია,+995577141714,+995577141714,http://www.metrocity.ge/,bia.ge
ოქტა ქონსთრაქშენ,+995322132288,+995322132288,https://octa.ge/,bia.ge
ჯორჯიან გრუპ,+995514990999,+995514990999,https://www.lemongarden.ge/,bia.ge
ჯორჯიან გრუპ,+995514084747,+995514084747,https://www.lemongarden.ge/,bia.ge
ჯორჯიან გრუპ,+995577752526,+995577752526,https://www.lemongarden.ge/,bia.ge
სანრაიზ დეველოპმენტი,+995591039999,+995591039999,https://batumisunriseresidence.ge/,bia.ge
სანრაიზ დეველოპმენტი,+995598039999,+995598039999,https://batumisunriseresidence.ge/,bia.ge
ქეფითალ სისტემს,+995591912912,+995591912912,http://www.capitalsystems.ge/,bia.ge
ალფა რეზიდენსი,+995322451717,+995322451717,https://www.alphahome.ge/,bia.ge
ბემონი ინჟინერია და მშენებლობა,+995322193070,+995322193070,https://www.bemoni.com/,bia.ge
იორკ ჰოლდინგ გრუპი,+995555051111,+995555051111,https://yorktowers.com/,bia.ge
მს ბილდერი,+995322022299,+995322022299,http://www.ms.ge/,bia.ge
დევკო,+995322197797,+995322197797,http://www.devco.ge/,bia.ge
ვიზ,+995322110908,+995322110908,http://www.didubegarden.ge/,bia.ge
დეკა დეველოპმენტ,+995575000100,+995575000100,https://dekadevelopment.ge/,bia.ge
დეკა დეველოპმენტ,+995322222212,+995322222212,https://dekadevelopment.ge/,bia.ge
ინნ დეველოპმენტი გლდანი,+995598440099,+995598440099,https://www.inndevelopment.ge/,bia.ge
ემკვადრატის პარკი 3,+995322444111,+995322444111,http://m2.ge/,bia.ge
იდეალთი,+995597959595,+995597959595,https://www.idealti.ge/?fbclid=IwY2xjawKIDhVleHRuA2FlbQIxMABicmlkETFVMjYwaHJSRDV4eHprbHh1AR5-sv-QMUH04gFZL6_ej-gqoc8VIp5NCuES6R1xG99_2ZJQci5hj4WqZ6oMCg_aem_2lyGk12e5hjGDhDsyEcpvA,bia.ge
აა3,+995599475511,+995599475511,https://ocean.ge/ka/,bia.ge
აა3,+995322227711,+995322227711,https://ocean.ge/ka/,bia.ge
ფორის დეველოპმენტი,+995577009800,+995577009800,https://foris.ge/,bia.ge
ატლანტ,+995571104040,+995571104040,https://atlanti.ge/,bia.ge
ატლანტ,+995574071010,+995574071010,https://atlanti.ge/,bia.ge
მატიანი ბიოგრაფისგან,+995322500505,+995322500505,https://biograpi.ge/,bia.ge
ჰაუსარტ ნუცუბიძე,+995597343480,+995597343480,http://www.hausart.ge/,bia.ge
ჰაუს დიღომი,+995322450000,+995322450000,https://www.tbilisihouse.ge/,bia.ge
დექსუს,+995322202200,+995322202200,http://www.dexus.ge/,bia.ge
მარდიჰაუსი,+995422274741,+995422274741,http://www.mardihouse.ge/,bia.ge
მარდიჰაუსი,+995422276038,+995422276038,http://www.mardihouse.ge/,bia.ge
Ventus group,+995599560300,+995599560300,http://www.ventusgroup.ge/,bia.ge
ანაგი თბილისი,+995322376200,+995322376200,http://www.anagi.ge/,bia.ge
ბაგები სითი ჯგუფი,+995322290169,+995322290169,http://www.bagebeycity.com/,bia.ge
ბაგები სითი ჯგუფი,+995322220962,+995322220962,http://www.bagebeycity.com/,bia.ge
ელკონს,+995322954174,+995322954174,http://www.lcons.com.ge/,bia.ge
როდოსი,+995322422224,+995322422224,http://www.rodos.ge/,bia.ge
სნეილი,+995595602026,+995595602026,http://www.klinker.ge/,bia.ge
ჯორჯიან ჰაუზი,+995595004221,+995595004221,http://www.ghouse.ge/,bia.ge
თემა,+995341227122,+995341227122,http://www.tema.ge/,bia.ge
თემა,+995341280493,+995341280493,http://www.tema.ge/,bia.ge
თემა,+995599725570,+995599725570,http://www.tema.ge/,bia.ge
როსს ჰოლდინგ–ის ფილიალი როსს ჰოლდინგი საქართველო,+995595333135,+995595333135,http://www.ross.ge/,bia.ge
დექსუს დეველოპმენტ,+995577303303,+995577303303,http://www.dexus.ge/,bia.ge
კიკეთის სამშენებლო კომპანია,(595) 54 23 18,+995595542318,https://www.facebook.com/კიკეთის-სამშენებლო-კომპანია-164716500587122,yell.ge
კიკეთის სამშენებლო კომპანია,(558) 36 08 70,+995558360870,https://www.facebook.com/კიკეთის-სამშენებლო-კომპანია-164716500587122,yell.ge
ემ ბი ჯი ჯგუფი,(593) 11 13 23,+995593111323,http://www.facebook.com/spsmbg.mbgltd,yell.ge
დეკოლაინი,204 20 20,+995322042020,https://www.facebook.com/decoline.ge,yell.ge
დეკოლაინი,(514) 20 20 20,+995514202020,https://www.facebook.com/decoline.ge,yell.ge
კიბის კომპანია,(579) 77 00 24,+995579770024,https://www.facebook.com/upstairs.ge,yell.ge
გონიო,(591) 98 10 30,+995591981030,https://www.facebook.com/LiveinGonio,yell.ge
სამშენებლო კომპანია სმარტ სოლუშენს,032 230 51 00,+995322305100,https://www.facebook.com/SmartSolutions2021SS,yell.ge
დეველოპმენტ გრუპი,(579) 777 866,+995579777866,https://www.facebook.com/დეველოპმენტ-გრუპი-Development-Group-1273751229323794,yell.ge
დეველოპმენტ გრუპი,(557) 005 005,+995557005005,https://www.facebook.com/დეველოპმენტ-გრუპი-Development-Group-1273751229323794,yell.ge
ალტერო +,(598) 10 15 43,+995598101543,https://www.facebook.com/alteroplus.alteroplus,yell.ge
შპს ლნ – არქიტექტურა და მშენებლობის ტექნიკური ზედამხედველობა,(599) 37 54 60,+995599375460,https://www.facebook.com/mseneblobis.teqzedamxedveloba,yell.ge
გალე კაპიტალი,(597) 50 34 34,+995597503434,https://www.facebook.com/galecomge,yell.ge
ვინჩი დეველოპმენტი,(551) 66 11 77,+995551661177,https://www.facebook.com/Vinci,yell.ge
კახი ჯგუფი,235 74 48,+995322357448,https://www.facebook.com/Kakhigroup-1484359358482971/,yell.ge
კახი ჯგუფი,(599) 54 26 62,+995599542662,https://www.facebook.com/Kakhigroup-1484359358482971/,yell.ge
გეო თაუერი,(551) 10 33 02,+995551103302,https://www.facebook.com/infogeotower,yell.ge
ოსტატი,(571) 80 80 80,+995571808080,https://www.facebook.com/ostatiashenebs,yell.ge
ოსტატი,206 00 60,+995322060060,https://www.facebook.com/ostatiashenebs,yell.ge
ეკრანი,(555) 52 20 22,+995555522022,https://www.facebook.com/buildingekrani,yell.ge
ტექტონი,(599) 57 02 43,+995599570243,https://www.facebook.com/Tekton-LLC-%E1%83%A2%E1%83%94%E1%83%A5%E1%83%A2%E1%83%9D%E1%83%9C%E1%83%98-107923764321532/,yell.ge
თეგიმი,(555) 20 20 20,+995555202020,https://www.facebook.com/tegimi2,yell.ge
თეგიმი,(558) 20 20 20,+995558202020,https://www.facebook.com/tegimi2,yell.ge
ჯი თი კომპანი - ველოქს საქართველო,(599) 30 20 12,+995599302012,https://www.facebook.com/VeloxGeorgia,yell.ge
საბა+,(551) 29 50 00,+995551295000,https://ka-ge.facebook.com/SABA-170792502966936/,yell.ge
ამერი დეველოპმენტი,243 53 53,+995322435353,http://www.facebook.com/644072032309419,yell.ge
ამერი დეველოპმენტი,(555) 95 00 00,+995555950000,http://www.facebook.com/644072032309419,yell.ge
ფაქტორ გრუპ,(577) 53 52 88,+995577535288,https://www.facebook.com/eduardi.glonti,yell.ge
ფონ ჯორჯია,(577) 68 78 57,+995577687857,https://www.facebook.com/profile.php?id=100014014920070,yell.ge
ფონ ჯორჯია,(577) 68 78 51,+995577687851,https://www.facebook.com/profile.php?id=100014014920070,yell.ge
სახლი დიღომში,(574) 13 46 61,+995574134661,https://www.facebook.com/akhalidigomi,yell.ge
სახლი დიღომში,(574) 13 46 63,+995574134663,https://www.facebook.com/akhalidigomi,yell.ge
ნიუ ბილდინგ ბიზნესი,(599) 53 87 84,+995599538784,https://www.facebook.com/newbuildingcompany,yell.ge
PMG,+995599743860,+995599743860,https://www.facebook.com/saremonto.samontajo.kompania,bia.ge
ბათუმი დეველოპმენტ ალიანსი,+995591444787,+995591444787,https://www.facebook.com/elitmsheni.ge,bia.ge
ბაუსტარი მმ,+995568709070,+995568709070,https://www.facebook.com/baustarBS,bia.ge
გ.მ.ს. ჯგუფი,+995511141495,+995511141495,https://www.facebook.com/Gmsgroupofficial/,bia.ge
გ.მ.ს. ჯგუფი,+995551141497,+995551141497,https://www.facebook.com/Gmsgroupofficial/,bia.ge
დეველოპმენტ ჯორჯია,+995577161443,+995577161443,https://www.facebook.com/profile.php?id=100009566044371,bia.ge
დეველოპმენტ ჯორჯია,+995577161415,+995577161415,https://www.facebook.com/profile.php?id=100009566044371,bia.ge
თეგიმი,+995551440099,+995551440099,https://www.facebook.com/tegimi2,bia.ge
თეიმურაზ ბიბილურიძე,+995599415858,+995599415858,https://www.facebook.com/groups/550966242420857,bia.ge
კ სამი,+995596605500,+995596605500,https://www.facebook.com/K3-%E1%83%A1%E1%83%90%E1%83%9B%E1%83%A8%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%9A%E1%83%9D-%E1%83%99%E1%83%9D%E1%83%9B%E1%83%9E%E1%83%90%E1%83%9C%E1%83%98%E1%83%90-105267417899247/,bia.ge
კოდი,+995599144030,+995599144030,https://www.facebook.com/codedevelopment.ge,bia.ge
მეგა სითი,+995557848800,+995557848800,https://www.facebook.com/megacitybatumi,bia.ge
სი ემ დი ფორტექსი,+995577412142,+995577412142,https://www.facebook.com/Cmd.Fortex,bia.ge
I.M.J. Group,+995593321111,+995593321111,https://www.facebook.com/imjeurostyle,bia.ge
ბი. აი. ჯი.,+995558522255,+995558522255,https://www.facebook.com/big.buildings,bia.ge
ბრაუნი,+995596501000,+995596501000,https://www.facebook.com/BrownCompanyBuild,bia.ge
გემა,+995598222222,+995598222222,https://www.facebook.com/WWW.MEGOBROBA.GE,bia.ge
ენ სი დი ვაშლიჯვარი,+995322052405,+995322052405,https://www.facebook.com/ncd.newcitydevelopment,bia.ge
ენ სი დი ვაშლიჯვარი,+995544440303,+995544440303,https://www.facebook.com/ncd.newcitydevelopment,bia.ge
ვუდ–გარდენი,+995551554222,+995551554222,https://www.facebook.com/Wood-Garden-Furniture-%E1%83%94%E1%83%96%E1%83%9D%E1%83%A1-%E1%83%AE%E1%83%98%E1%83%A1-%E1%83%90%E1%83%95%E1%83%94%E1%83%AF%E1%83%98-1506517196243422/?fref=ts,bia.ge
ია–ფეთ იალჩინ პეტროლ თურიზმ თიჯარეთ–ის  წარმომადგენლობა საქართველოში,+995577506101,+995577506101,https://www.facebook.com/Yalchin-Star-394202437412971/,bia.ge
ინვესტ დეველოპმენტი,+995568242607,+995568242607,https://www.facebook.com/ltdnds,bia.ge
ინვესტ დეველოპმენტი,+995571000347,+995571000347,https://www.facebook.com/ltdnds,bia.ge
იქს ლაინ,+995577793999,+995577793999,https://www.facebook.com/xlinedevelopment/?ref=page_internal,bia.ge
იქს ლაინ,+995557946764,+995557946764,https://www.facebook.com/xlinedevelopment/?ref=page_internal,bia.ge
ნიუ ბრენდ,+995557561665,+995557561665,https://www.facebook.com/New-BRAND-1800245676967149,bia.ge
პრაიმ ინვესტ ჯგუფი,+995555202060,+995555202060,https://www.facebook.com/Prime-Invest-Group-106385874231181/,bia.ge
პრემიუმ ჰაუსი,+995557300040,+995557300040,https://www.facebook.com/premium.house12,bia.ge
რემონტი2,+995591965056,+995591965056,https://www.facebook.com/remonti2construction/,bia.ge
რიკონი +,+995511144000,+995511144000,https://www.facebook.com/reconplus,bia.ge
რიკონი +,+995599541513,+995599541513,https://www.facebook.com/reconplus,bia.ge
ჯი ჯი პოინტი,+995599534447,+995599534447,https://www.facebook.com/GGPOINT,bia.ge
არ სი ქონსთრაქშენ,+995599060807,+995599060807,https://www.facebook.com/Road-Construction-LLC-1507779785912210,bia.ge
ახალი ვარსკვლავი 2015,+995592532653,+995592532653,https://www.facebook.com/newstar2015georgia/?locale=ka_GE,bia.ge
ბოსტონ დეველოპმენტ,+995322054555,+995322054555,https://www.facebook.com/HotelTbilisiWaterfall/,bia.ge
გეო ბილდერსი,+995577020099,+995577020099,https://www.facebook.com/Geobuilders,bia.ge
გრინ ლაიფ ქონსთრაქშენ,+995597760100,+995597760100,https://www.facebook.com/GreenLifeConstructionge,bia.ge
ექსპრესსერვისი 2008,+995568989888,+995568989888,https://www.facebook.com/Express-Service-2008-100549898025587/,bia.ge
იდეა მელიქიშვილი,+995599880909,+995599880909,https://www.facebook.com/ideamelikishvili/?fref=ts,bia.ge
კვგ ჯგუფი,+995597255060,+995597255060,https://www.facebook.com/KVG-GROUP-950402188342975/,bia.ge
კრაფტი,+995595558383,+995595558383,https://www.facebook.com/geokraft,bia.ge
კრაფტი,+995591071427,+995591071427,https://www.facebook.com/geokraft,bia.ge
ლეველი +,+995577622522,+995577622522,https://www.facebook.com/buildingcompanylevel,bia.ge
მაი მასტერ,+995514303090,+995514303090,https://www.facebook.com/profile.php?id=61552169993431,bia.ge
პარტნიორი კაპიტალ,+995591018080,+995591018080,https://www.facebook.com/TbiliSkyResidence,bia.ge
რ-ჯგუფი,+995551374616,+995551374616,https://www.facebook.com/profile.php?id=100063768082358,bia.ge
სამშენებლო-კომპანია მაქსიმო,+995591434334,+995591434334,https://www.facebook.com/bcmaximo,bia.ge
სამშენებლო-კომპანია მაქსიმო,+995595242828,+995595242828,https://www.facebook.com/bcmaximo,bia.ge
სმარგი,+995558585582,+995558585582,https://www.facebook.com/Smargii,bia.ge
ტაჰა 14,+995591222530,+995591222530,https://www.facebook.com/taha14.ge,bia.ge
ჯეო-ლაინი,+995597600602,+995597600602,https://www.facebook.com/GeoLineFurniture,bia.ge
ჯეო-ლაინი,+995555290390,+995555290390,https://www.facebook.com/GeoLineFurniture,bia.ge
ჯი ემ ბილდ,+995595504402,+995595504402,https://www.facebook.com/gmgroupbatumi,bia.ge
ალ შედდადი,+995551666892,+995551666892,https://www.facebook.com/Al-shaddadi-%E1%83%90%E1%83%9A-%E1%83%A8%E1%83%94%E1%83%93%E1%83%93%E1%83%90%E1%83%93%E1%83%98-113183093448258/,bia.ge
ასტორია გრუპი,+995599877711,+995599877711,https://www.facebook.com/groupastoria,bia.ge
გალე კაპიტალი,+995579501122,+995579501122,https://www.facebook.com/galecomge,bia.ge
ემ. ეს. ჯი. 7,+995599170277,+995599170277,https://www.facebook.com/msg.gori,bia.ge
თბილისი ჰაუსი,+995551141111,+995551141111,https://www.facebook.com/%E1%83%A1%E1%83%90%E1%83%9B%E1%83%A8%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%9A%E1%83%9D-%E1%83%99%E1%83%9D%E1%83%9B%E1%83%9E%E1%83%90%E1%83%9C%E1%83%98%E1%83%90-%E1%83%97%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A1%E1%83%98-%E1%83%B0%E1%83%90%E1%83%A3%E1%83%A1%E1%83%98-Construction-Company-Tbilisi-House-103110044459847/,bia.ge
თბილისი ჰაუსი,+995551062222,+995551062222,https://www.facebook.com/%E1%83%A1%E1%83%90%E1%83%9B%E1%83%A8%E1%83%94%E1%83%9C%E1%83%94%E1%83%91%E1%83%9A%E1%83%9D-%E1%83%99%E1%83%9D%E1%83%9B%E1%83%9E%E1%83%90%E1%83%9C%E1%83%98%E1%83%90-%E1%83%97%E1%83%91%E1%83%98%E1%83%9A%E1%83%98%E1%83%A1%E1%83%98-%E1%83%B0%E1%83%90%E1%83%A3%E1%83%A1%E1%83%98-Construction-Company-Tbilisi-House-103110044459847/,bia.ge
იდეალ ჰაუსი,+995577468846,+995577468846,https://www.facebook.com/idealhousekobuleti/?ref=page_internal,bia.ge
კაია ქონსთრაქშენი,+995598408233,+995598408233,https://www.facebook.com/KAYACONSTR/?ref=page_internal,bia.ge
ლ.დ. დეველოპმენტი,+995593336439,+995593336439,https://www.facebook.com/ld.development.96,bia.ge
ლ.დ. დეველოპმენტი,+995577405203,+995577405203,https://www.facebook.com/ld.development.96,bia.ge
აი–სი–ი–ეს ICES,+995577525401,+995577525401,https://www.facebook.com/ices.ge,bia.ge
იბერია სტარ გრუპი,+995551006060,+995551006060,https://www.facebook.com/Iberia-Star-%E1%83%98%E1%83%91%E1%83%94%E1%83%A0%E1%83%98%E1%83%98%E1%83%A1-%E1%83%95%E1%83%90%E1%83%A0%E1%83%A1%E1%83%99%E1%83%95%E1%83%9A%E1%83%90%E1%83%95%E1%83%98-119765361984050/?ref=br_rs,bia.ge
ლგე ბილდინგ,+995591716406,+995591716406,https://www.facebook.com/lge.building,bia.ge
ლიმესი,+995511107676,+995511107676,https://www.facebook.com/LimesElectronics,bia.ge
მაქს ჰოლდინგი,+995597622226,+995597622226,https://www.facebook.com/Maxholding.ge,bia.ge
მწვანე სახლი ვაზისუბანი,+995571001144,+995571001144,https://www.facebook.com/developmentgreenhouse?mibextid=ZbWKwL,bia.ge
ნიუ ლენდ,+995592900000,+995592900000,https://www.facebook.com/New-Land-rustavi-105481665438107/?ref=page_internal,bia.ge
სერვის ნეტ გრუპი,+995322381212,+995322381212,https://www.facebook.com/Service-Net-Group-სერვის-ნეტ-გრუპი-1618564671740221/,bia.ge
შალვა მერებაშვილი,+995568828787,+995568828787,https://www.facebook.com/p/Premium-wood-house-100083165899307/?locale=ca_ES,bia.ge
ჯორჯიან კონსტრაქშენ კომპანი,+995599448686,+995599448686,https://www.facebook.com/GCC.Georgia,bia.ge
Art Avenue,+995577500149,+995577500149,https://www.facebook.com/ArtAvenueadvertising,bia.ge
Prospero Georgia,+995574424488,+995574424488,https://www.facebook.com/prospero.geo,bia.ge
Prospero Georgia,+995596434488,+995596434488,https://www.facebook.com/prospero.geo,bia.ge
არგო ჯგუფი XXI,+995593651391,+995593651391,https://www.facebook.com/Argo-Group-XXI-არგო-ჯგუფი-XXI-398032460781559/,bia.ge
არგო ჯგუფი XXI,+995557277070,+995557277070,https://www.facebook.com/Argo-Group-XXI-არგო-ჯგუფი-XXI-398032460781559/,bia.ge
გრავითი გრუფი,+995595223300,+995595223300,https://www.facebook.com/Gravity-Group-%E1%83%92%E1%83%A0%E1%83%90%E1%83%95%E1%83%98%E1%83%97%E1%83%98-%E1%83%92%E1%83%A0%E1%83%A3%E1%83%9E%E1%83%98-100513732572653,bia.ge
გრავითი გრუფი,+995595902244,+995595902244,https://www.facebook.com/Gravity-Group-%E1%83%92%E1%83%A0%E1%83%90%E1%83%95%E1%83%98%E1%83%97%E1%83%98-%E1%83%92%E1%83%A0%E1%83%A3%E1%83%9E%E1%83%98-100513732572653,bia.ge
დი ბი ეს ჯგუფი,+995595205325,+995595205325,https://www.facebook.com/dbstelavi/,bia.ge
ინტერსტანდარტ საბურთალო,+995595115787,+995595115787,https://www.facebook.com/LTD-Interstandart-Group-103328105115941,bia.ge
მერიკა,+995571237711,+995571237711,https://www.facebook.com/merika2020/,bia.ge
ოპიზერს,+995597499931,+995597499931,https://www.facebook.com/opizerss,bia.ge
ტეტრისი,+995596502502,+995596502502,https://www.facebook.com/tetrisgeorgia,bia.ge
აისიეი ჯგუფი,+995571013333,+995571013333,https://www.facebook.com/ICA-GROUP-%E1%83%90%E1%83%98%E1%83%A1%E1%83%98%E1%83%94%E1%83%98-%E1%83%AF%E1%83%92%E1%83%A3%E1%83%A4%E1%83%98-1870985686289422,bia.ge
ბაუ სტარ–ვ,+995596040909,+995596040909,https://www.facebook.com/baustarBS,bia.ge
თორი დეველოპმენტ,+995599959002,+995599959002,https://www.facebook.com/toryDevelopment,bia.ge
ლუჩო,+995599216363,+995599216363,https://www.facebook.com/Gabi-House-%E1%83%92%E1%83%90%E1%83%91%E1%83%98-%E1%83%B0%E1%83%90%E1%83%A3%E1%83%A1%E1%83%98-143490069593339/,bia.ge
ნექსთ დორ,+995322054477,+995322054477,https://www.facebook.com/NDAteni,bia.ge
მოზაიკ დეველოპმენტი,+995555886000,+995555886000,https://www.facebook.com/mosaic.ge,bia.ge
მოზაიკ დეველოპმენტი,+995322111121,+995322111121,https://www.facebook.com/mosaic.ge,bia.ge
პრივატ ჰაუსი,+995551755150,+995551755150,https://www.facebook.com/permalink.php?story_fbid=553279361493579&id=552458718242310,bia.ge
პრივატ ჰაუსი,+995597370324,+995597370324,https://www.facebook.com/permalink.php?story_fbid=553279361493579&id=552458718242310,bia.ge
ბილდინგ ჰაუს,+995574060274,+995574060274,https://www.facebook.com/LtdbuildingHouse,bia.ge
ლივიო,+995551202222,+995551202222,https://www.facebook.com/p/LIVIO-Development-%E1%83%9A%E1%83%98%E1%83%95%E1%83%98%E1%83%9D-%E1%83%93%E1%83%94%E1%83%95%E1%83%94%E1%83%9A%E1%83%9D%E1%83%9E%E1%83%9B%E1%83%94%E1%83%9C%E1%83%A2%E1%83%98-61570254195839/,bia.ge
Capital lnvest,+995557761806,+995557761806,https://www.facebook.com/pilkingtongeorgia,bia.ge
ტოპლაინ სისაიდ,+995577121921,+995577121921,https://www.facebook.com/toplineShekvetili,bia.ge
ალია-ისრაელ-ჯორჯიან დეველოფმენთ გრუპ,+995551424204,+995551424204,https://www.facebook.com/aliyagroupgeorgia/,bia.ge
ალია-ისრაელ-ჯორჯიან დეველოფმენთ გრუპ,+995322044424,+995322044424,https://www.facebook.com/aliyagroupgeorgia/,bia.ge
პატრიოტი,+995557210505,+995557210505,https://www.facebook.com/PatriotBuildingBatumi,bia.ge
სკალა ფიტ-აუთ გრუპი,+995558774747,+995558774747,https://www.facebook.com/Feelthecomfortt?locale=ka_GE,bia.ge
ინნ დეველოპმენტი+,+995511174174,+995511174174,https://www.facebook.com/Inndevelopment1/,bia.ge
სვეტი დეველოპმენტი,+995 591 640000,+995591640000,https://www.facebook.com/svetige,bia.ge
სვეტი დეველოპმენტი,+995 591 242244,+995591242244,https://www.facebook.com/svetige,bia.ge
სვეტი დეველოპმენტი,+995 591 248844,+995591248844,https://www.facebook.com/svetige,bia.ge
სვეტი დეველოპმენტი,+995 591 348844,+995591348844,https://www.facebook.com/svetige,bia.ge
სვეტი დეველოპმენტი,+995 591 630000,+995591630000,https://www.facebook.com/svetige,bia.ge
რენოვა ჯორჯია 2023,+995599960808,+995599960808,https://www.facebook.com/renovageorgia,bia.ge
ABEKA,+995599373223,+995599373223,https://www.facebook.com/profile.php?id=100083002617623,bia.ge
მონდე,+995322043304,+995322043304,https://www.facebook.com/mondedeveloperscompany,bia.ge
მონდე,+995599007200,+995599007200,https://www.facebook.com/mondedeveloperscompany,bia.ge
ახალი სახლი,+995551351111,+995551351111,https://www.facebook.com/AkhaliSakhliCom,bia.ge
ბაკო,+995593321227,+995593321227,http://www.facebook.com/www.bako.ge,bia.ge
ვილასეტი,266 99 87,+995322669987,,yell.ge
დიღომი 2000,275 60 90,+995322756090,,yell.ge
დიღომი 2000,(599) 56 08 41,+995599560841,,yell.ge
ელიტ კონსტრაქშენი,(599) 56 60 48,+995599566048,,yell.ge
სტელა ჰაუზი,(599) 240 240,+995599240240,,yell.ge
ნიუ პალასი,(592) 72 38 28,+995592723828,,yell.ge
მონუმენტმშენი,(591) 700 140,+995591700140,,yell.ge
ფაინ თრი კონსტრაქშენი,2 389 389,+995322389389,,yell.ge
შპს უშანგიო,(592) 10 30 50,+995592103050,,yell.ge
ჯი ემ ჯი ფაუერი,(595) 14 11 61,+995595141161,,yell.ge
სასკო,237 51 90,+995322375190,,yell.ge
სასკო,237 99 99,+995322379999,,yell.ge
სასკო,(599) 65 45 50,+995599654550,,yell.ge
არქი დეეს,236 30 11,+995322363011,,yell.ge
არქი დეეს,(595) 95 55 95,+995595955595,,yell.ge
ასტრა პარკი,(591) 87 37 37,+995591873737,,yell.ge
ქართული სამშენებლო ჯგუფი,(557) 78 88 88,+995557788888,,yell.ge
ქართული სამშენებლო ჯგუფი,(595) 78 88 88,+995595788888,,yell.ge
კერა+,(577) 23 50 50,+995577235050,,yell.ge
კერა+,(599) 36 36 56,+995599363656,,yell.ge
კერა+,(595) 23 50 50,+995595235050,,yell.ge
რედეო,(551) 01 78 78,+995551017878,,yell.ge
მმბ,(599) 150 172,+995599150172,,yell.ge
ჯითიდიეფ სოლუშენსი,(599) 11 44 69,+995599114469,,yell.ge
რემმშენი,(571) 28 05 55,+995571280555,,yell.ge
სოდამი,(577) 41 17 14,+995577411714,,yell.ge
კოლიზიუმი ჯგუფი,(597) 155 195,+995597155195,,yell.ge
კოლიზიუმი ჯგუფი,(597) 400 400,+995597400400,,yell.ge
ე-კონი,(599) 55 26 32,+995599552632,,yell.ge
ივერიამშენ პლუსი,238 55 70,+995322385570,,yell.ge
ივერიამშენ პლუსი,238 55 62,+995322385562,,yell.ge
